Age,Gender,Occupation,Years_Driving,Annual_Mileage,Claims_Frequency,Claim_Severity,Traffic_Violations,Vehicle_Age,Vehicle_Type,Location,Risk_Level
22,Female,Student,13,7673,0,798.7127867998952,0,5,SUV,Rural,Moderate
19,Female,Student,48,11626,0,318.3139951465215,4,11,Motorcycle,Urban,Low
47,Female,Student,42,4729,0,110.50196180198982,1,3,Motorcycle,Urban,Low
64,Male,Teacher,16,5431,0,488.8173669144375,3,3,Truck,Rural,High
56,Female,Teacher,46,2024,0,718.3339552491542,1,10,Motorcycle,Urban,Moderate
21,Female,Driver,2,27228,0,710.3246223069127,0,5,Truck,Rural,Moderate
50,Female,Doctor,31,8039,1,554.398624779479,0,3,Motorcycle,Urban,Low
30,Male,Student,43,17921,0,396.5378286025163,1,6,Sedan,Urban,Low
37,Female,Doctor,19,5591,2,431.5433208344042,1,10,Motorcycle,Urban,Low
24,Female,Engineer,11,20467,0,309.03548707778094,0,8,SUV,Urban,Low
32,Male,Teacher,14,1507,2,867.2821773798419,3,4,Truck,Urban,Low
40,Male,Driver,47,4924,0,1896.3698939559442,0,6,Sedan,Urban,Low
31,Female,Engineer,25,9872,0,2117.681148730389,0,13,SUV,Rural,High
40,Female,Doctor,7,19996,0,5071.174787976252,1,19,Sedan,Urban,Low
36,Female,Teacher,15,22260,1,93.01291843887083,0,10,SUV,Rural,Moderate
46,Male,Student,30,26335,2,241.127118621915,1,12,Truck,Urban,Low
37,Male,Engineer,31,21607,0,1310.1001750442276,1,12,Sedan,Urban,Moderate
46,Female,Teacher,24,20531,1,1036.315246822055,0,6,Truck,Urban,Low
41,Male,Doctor,25,3193,2,143.71532663110207,1,12,Sedan,Urban,Low
35,Female,Doctor,8,25466,0,997.0074966682107,0,6,Sedan,Rural,Low
27,Female,Engineer,30,16762,1,521.653802864059,3,3,Truck,Rural,Low
58,Male,Engineer,36,19930,0,3143.2927014400843,2,16,Sedan,Rural,Moderate
25,Female,Engineer,14,22445,0,1932.6975114194317,0,16,Motorcycle,Urban,Low
43,Male,Driver,29,5655,1,76.063106549367,2,1,SUV,Rural,Low
46,Male,Student,27,18606,1,94.29928604145073,0,2,SUV,Urban,Low
27,Female,Teacher,36,25134,0,539.665533647161,0,11,Motorcycle,Rural,Low
34,Male,Doctor,34,6019,0,8.40640147319241,1,3,SUV,Urban,Low
19,Female,Doctor,21,4574,0,99.14312130707772,2,11,Sedan,Urban,Moderate
23,Male,Student,38,23107,2,2697.0458051449446,0,17,Sedan,Urban,Moderate
22,Female,Engineer,11,7546,0,1572.2954736407253,1,11,Sedan,Urban,Low
45,Female,Engineer,33,20407,1,1116.905534761176,1,14,Truck,Urban,Low
58,Female,Doctor,15,20664,0,1773.3533066646137,2,16,Sedan,Urban,Low
22,Male,Student,12,15677,0,287.755215714458,2,7,Sedan,Urban,Low
35,Female,Doctor,24,17210,1,1293.047991568871,2,3,Truck,Rural,Moderate
43,Male,Engineer,37,26647,1,955.9861615613816,2,9,Sedan,Urban,Moderate
37,Male,Teacher,11,17924,0,1888.1431724242314,1,7,Truck,Urban,High
58,Male,Engineer,19,14487,0,332.2435932119743,1,13,Truck,Rural,Low
66,Male,Teacher,1,17894,2,1442.7199507327368,1,1,Truck,Urban,Moderate
44,Male,Driver,17,23546,0,1914.954098594836,1,10,Truck,Rural,Low
66,Female,Student,40,15830,0,796.3031828104508,1,1,Truck,Urban,Moderate
29,Male,Driver,16,13642,0,534.0690701805096,1,14,SUV,Rural,Moderate
24,Female,Engineer,26,24086,0,2969.140517711616,1,6,SUV,Urban,Low
20,Female,Student,43,17728,1,185.0889214752805,0,11,Sedan,Rural,Moderate
27,Male,Engineer,43,6179,1,36.94726423461809,1,15,Motorcycle,Rural,Low
51,Female,Student,15,16023,0,197.40302917944038,0,12,Sedan,Urban,Moderate
42,Female,Student,8,25467,1,1150.2866015331902,4,19,Motorcycle,Urban,Moderate
52,Male,Engineer,30,7372,0,1555.6409651758993,0,7,Motorcycle,Rural,Moderate
33,Female,Engineer,14,13434,0,1261.6992729117871,1,18,Motorcycle,Rural,Moderate
19,Male,Student,33,12561,1,544.497122519122,0,11,Sedan,Urban,Moderate
41,Male,Student,42,13014,0,3428.780666316375,2,2,Sedan,Rural,Low
27,Male,Engineer,7,11571,1,587.5301556890395,2,17,Motorcycle,Rural,Low
55,Female,Engineer,18,19864,0,3979.495839248841,1,14,Sedan,Urban,Low
39,Female,Doctor,12,9590,0,2502.4572499901387,0,18,Truck,Rural,Low
43,Female,Doctor,2,23203,0,522.8045058252452,1,15,SUV,Urban,Low
60,Female,Doctor,29,16171,0,175.55486984050776,2,18,SUV,Urban,Low
56,Male,Driver,21,12598,1,94.1320245275626,1,9,SUV,Rural,Low
44,Male,Student,7,28856,0,758.1657149796804,2,19,Motorcycle,Urban,Moderate
46,Female,Teacher,27,14722,0,1440.5729944594254,1,15,Truck,Urban,Moderate
64,Male,Driver,12,13874,0,193.64263354790316,1,1,SUV,Urban,Moderate
55,Female,Student,20,29342,0,383.0349630087735,2,12,Truck,Urban,Low
37,Male,Teacher,14,24126,0,995.6897144405046,2,18,SUV,Urban,Moderate
44,Male,Doctor,10,10486,0,617.7953437435531,2,10,Truck,Rural,Low
58,Male,Teacher,41,28827,0,926.0072293051428,1,2,Sedan,Urban,Low
37,Male,Engineer,23,24284,0,1128.1469302003948,0,11,Sedan,Rural,Moderate
61,Male,Engineer,30,15681,0,479.1575492015558,1,9,Truck,Urban,High
36,Female,Student,47,23022,0,1541.6217889538984,3,17,Truck,Urban,Low
37,Female,Driver,31,23284,0,1213.568985913773,1,11,Motorcycle,Rural,Low
52,Male,Doctor,10,12701,0,1163.3211558008193,1,18,Truck,Urban,Low
64,Female,Student,19,16372,1,161.91149357911212,2,13,Motorcycle,Urban,Moderate
19,Male,Doctor,19,27611,0,642.9020696435094,0,17,SUV,Urban,Low
47,Male,Engineer,44,6523,2,860.79197155556,1,1,Sedan,Urban,Low
51,Male,Driver,23,14025,0,256.6825197836418,1,10,SUV,Rural,Low
39,Male,Driver,44,21233,1,1421.1636468067195,0,1,Motorcycle,Urban,Low
20,Female,Engineer,41,19161,0,129.06218711476683,1,11,Sedan,Urban,Low
23,Male,Teacher,32,25955,2,162.3512904128868,0,14,SUV,Urban,Low
32,Female,Driver,20,4763,1,533.2745519064025,0,4,SUV,Urban,Moderate
44,Male,Teacher,4,15756,1,145.42446548041247,2,9,Truck,Rural,Low
27,Male,Doctor,33,14491,0,11.712273587087745,2,8,Sedan,Urban,Low
26,Female,Driver,48,10853,1,530.01172150364,2,15,SUV,Urban,Low
50,Male,Engineer,1,20442,0,1045.6939140995657,3,1,Truck,Urban,Low
49,Male,Teacher,13,26882,0,683.4707476261336,0,19,Truck,Urban,High
65,Female,Doctor,3,3465,0,53.590349102264206,3,16,Truck,Rural,Moderate
23,Female,Doctor,12,5451,1,264.57163709502254,2,12,Motorcycle,Rural,Low
58,Female,Driver,29,17061,0,743.0701017510164,0,17,Motorcycle,Urban,Low
53,Male,Driver,31,1015,1,1339.7649323345931,1,1,Truck,Rural,Moderate
19,Male,Student,41,5410,0,1579.4761055076126,2,19,SUV,Urban,Moderate
46,Female,Student,36,19964,0,732.6543681617646,0,14,SUV,Urban,Low
21,Female,Driver,2,6135,0,1038.818469679886,1,6,Sedan,Urban,Low
18,Male,Student,22,16824,0,2337.356215083299,1,19,SUV,Urban,Low
36,Male,Engineer,22,8948,0,67.42132919306141,3,19,Truck,Rural,Moderate
43,Female,Engineer,41,19976,1,104.44155309282947,1,19,Sedan,Rural,Low
42,Female,Student,31,5789,2,612.2311633235563,1,12,Sedan,Rural,Moderate
27,Female,Driver,45,9260,1,940.928369148806,0,13,SUV,Rural,Low
32,Female,Engineer,14,9602,1,4.644957068348559,1,6,Sedan,Rural,Low
39,Male,Doctor,29,28699,0,602.4810964804191,1,17,SUV,Rural,Moderate
68,Male,Driver,35,8232,2,189.6614950929122,1,1,Truck,Rural,Low
65,Male,Teacher,9,12051,0,1035.9323010020453,2,11,Truck,Urban,Low
38,Male,Teacher,47,25477,1,311.61358810643924,0,5,SUV,Rural,Moderate
39,Female,Driver,32,18302,0,2322.156648328154,0,7,Motorcycle,Urban,Low
53,Male,Student,27,16182,0,65.97682513184436,0,1,Truck,Urban,Low
51,Female,Engineer,10,5835,3,1656.5612438288722,0,15,Motorcycle,Rural,Moderate
47,Male,Engineer,25,27066,1,498.1192789448296,1,18,SUV,Rural,Low
42,Male,Driver,49,29381,1,1946.034257630768,1,11,SUV,Rural,Low
62,Male,Doctor,45,4343,0,1688.0624197023835,1,1,Truck,Urban,Low
45,Female,Student,33,19870,1,273.50661370936336,0,19,Truck,Urban,Low
18,Male,Doctor,11,11769,0,51.89111862378515,1,2,Motorcycle,Urban,Moderate
66,Female,Driver,37,24257,0,1189.15451092758,0,10,Motorcycle,Urban,High
62,Female,Driver,9,17656,1,228.65188321391386,0,12,Sedan,Rural,Low
21,Male,Doctor,7,21938,0,2666.5307574579697,0,7,Truck,Rural,High
24,Female,Teacher,7,1819,0,69.59728148797439,1,13,Truck,Urban,Low
66,Male,Driver,34,22676,1,391.53269841701206,1,2,SUV,Rural,Low
26,Female,Student,19,3615,2,12.729687265181752,0,19,SUV,Rural,Moderate
53,Male,Doctor,20,14148,1,381.2891252671285,1,6,Motorcycle,Rural,High
36,Female,Teacher,42,7069,0,779.2688014819438,2,7,Truck,Rural,Moderate
18,Female,Doctor,25,6640,0,1063.8125573398206,0,2,Motorcycle,Rural,Low
27,Male,Teacher,5,28120,0,1296.21173533317,1,17,Sedan,Urban,Moderate
53,Male,Teacher,48,4984,4,1792.460863081321,2,2,SUV,Urban,Low
26,Male,Student,29,22274,0,117.41524800970905,1,18,SUV,Rural,Low
62,Male,Driver,27,8701,0,1434.9496234162561,0,9,Truck,Urban,Very High
63,Female,Teacher,25,22575,1,326.24104118959855,5,11,Truck,Rural,Low
59,Female,Driver,37,20365,2,148.78638124721283,1,14,Truck,Urban,Low
49,Female,Student,15,27466,0,308.7765277878139,0,5,Truck,Urban,Moderate
49,Female,Driver,48,4039,0,1951.879485645528,1,1,Truck,Urban,Moderate
23,Male,Engineer,4,22319,0,987.227501952477,1,2,Sedan,Urban,Moderate
65,Female,Teacher,14,11874,1,909.7657953625662,1,11,SUV,Rural,High
55,Male,Student,49,17986,2,878.6022442639311,1,14,Sedan,Rural,Low
34,Female,Doctor,17,16071,0,525.3092420690128,1,5,Sedan,Rural,Low
27,Male,Student,21,24843,0,539.5759246771487,1,1,Motorcycle,Urban,Low
67,Male,Teacher,16,13129,0,160.54964376460816,2,10,Truck,Urban,Low
44,Male,Student,26,24803,1,404.3851843879386,1,18,SUV,Rural,Low
67,Male,Doctor,9,27008,0,717.505738822291,1,19,Truck,Rural,High
52,Male,Engineer,2,15121,0,931.449284548865,1,5,Sedan,Urban,High
69,Female,Teacher,43,13654,0,74.33430998445561,0,9,SUV,Rural,Low
38,Male,Teacher,15,9447,0,406.180724471649,1,13,SUV,Rural,Moderate
42,Female,Student,35,25076,1,414.6382116646016,3,13,Motorcycle,Urban,Low
45,Female,Driver,24,3487,1,723.7511398675425,0,4,Motorcycle,Rural,Low
64,Male,Driver,48,2358,0,1237.9933496569092,0,16,Motorcycle,Rural,Moderate
32,Female,Doctor,38,29277,1,1008.495528192952,2,4,Truck,Urban,Moderate
21,Female,Engineer,14,28058,0,846.0308059056251,0,11,Sedan,Urban,High
46,Female,Engineer,37,18073,0,344.4904288119003,2,4,Motorcycle,Rural,Moderate
26,Male,Student,37,29108,1,1826.7015943573251,0,2,Motorcycle,Rural,Moderate
44,Male,Student,6,9499,0,1538.478991884845,0,17,Truck,Urban,Moderate
43,Male,Driver,18,7131,0,202.86651717263695,2,12,SUV,Urban,Low
36,Male,Engineer,22,27272,0,1064.5922944781203,3,12,Truck,Urban,Moderate
45,Female,Engineer,18,4166,0,2371.4484946251864,0,8,SUV,Rural,Low
34,Female,Engineer,2,25984,2,571.9943477827629,2,10,Truck,Urban,Low
60,Female,Doctor,32,29527,0,2587.195505407516,0,19,Motorcycle,Urban,Moderate
58,Female,Doctor,17,1825,0,22.20857092428143,1,17,Sedan,Urban,Low
59,Female,Student,1,2191,0,726.1663605039088,4,4,Sedan,Urban,Moderate
67,Female,Driver,9,11326,1,296.0772526252229,0,13,Truck,Rural,Low
37,Male,Teacher,13,15707,0,304.02475192734346,1,13,Motorcycle,Urban,Low
62,Female,Driver,36,23031,0,2100.029614308128,1,19,Sedan,Urban,Moderate
57,Female,Doctor,37,7785,0,373.2391888863226,2,2,Truck,Rural,Moderate
56,Female,Doctor,30,28670,0,23.6077121807354,2,13,SUV,Urban,Low
66,Male,Student,31,29769,1,775.8522512517172,0,16,Motorcycle,Rural,Low
40,Female,Teacher,23,7813,0,3535.747908418924,0,13,Motorcycle,Rural,Moderate
64,Female,Engineer,28,27350,0,82.39893093162183,0,4,Motorcycle,Rural,Moderate
49,Male,Teacher,10,23025,1,337.2924310786458,1,9,Sedan,Urban,Low
69,Female,Teacher,25,29992,0,633.9413095134146,0,12,Sedan,Rural,Low
64,Male,Teacher,36,17917,0,1774.785015943415,0,6,Motorcycle,Urban,Moderate
50,Male,Student,26,12059,0,313.1983927208519,1,6,Sedan,Rural,Low
63,Female,Doctor,26,23894,0,421.1148060316859,2,6,SUV,Urban,Moderate
22,Female,Engineer,45,2207,0,485.3121682701422,0,13,Sedan,Rural,Moderate
60,Male,Teacher,13,25992,0,477.44585523378225,0,4,Sedan,Rural,Low
65,Female,Engineer,17,11968,0,223.57520628616956,0,17,Motorcycle,Rural,Low
51,Female,Teacher,40,2237,0,2472.9687702457395,0,3,Motorcycle,Rural,Low
57,Male,Doctor,4,5943,1,1574.603249529924,0,8,Truck,Rural,Low
28,Male,Engineer,23,22149,0,3714.926948561676,1,1,Truck,Urban,Low
67,Female,Driver,35,27519,0,463.6140754565064,2,18,SUV,Rural,Low
20,Male,Doctor,11,27756,2,46.3531992121243,3,19,SUV,Rural,Low
50,Female,Engineer,12,11292,0,122.73399294696443,1,1,Truck,Urban,Low
28,Female,Teacher,9,22220,1,442.36297414828,1,5,Sedan,Urban,High
33,Female,Teacher,15,16030,0,2419.8394165742284,1,19,Truck,Urban,Moderate
35,Female,Doctor,45,29694,0,3967.785972227252,0,1,Truck,Rural,Low
47,Male,Doctor,37,16465,0,1725.9554711173553,0,17,SUV,Urban,Low
65,Female,Teacher,5,29250,0,272.36724141445706,2,1,SUV,Rural,Low
27,Male,Engineer,19,14942,0,1077.926027193057,0,4,Sedan,Rural,Low
35,Female,Driver,11,1459,0,907.8446972628218,2,5,Motorcycle,Urban,Low
55,Female,Student,9,9841,1,1733.032311862295,0,8,Motorcycle,Rural,Moderate
36,Male,Doctor,35,13769,0,712.8384923206909,1,15,Truck,Rural,Low
53,Female,Teacher,27,17503,1,382.9160593539937,1,13,Sedan,Urban,Low
30,Male,Engineer,13,22152,0,19.46584707180848,1,7,Motorcycle,Rural,Moderate
63,Male,Doctor,12,11447,1,1584.8730842013242,1,14,Motorcycle,Urban,Moderate
20,Female,Engineer,9,23364,0,755.5510834743136,1,4,SUV,Rural,Moderate
27,Female,Doctor,42,9509,1,763.971823594287,0,18,Motorcycle,Urban,Low
55,Female,Teacher,28,23865,1,3148.005764903529,1,18,SUV,Rural,Low
18,Female,Engineer,13,23682,1,665.9746460475251,1,2,Motorcycle,Urban,Moderate
44,Male,Teacher,20,17134,1,379.50695440972544,1,17,SUV,Rural,Moderate
63,Female,Engineer,13,26443,1,415.2699703591359,3,16,Sedan,Rural,Low
25,Female,Doctor,27,20610,1,11.816435118529219,1,6,Sedan,Urban,Moderate
68,Female,Student,26,17201,0,130.50857586031393,3,14,Truck,Rural,Moderate
63,Female,Student,29,9585,1,44.797347520277576,0,19,SUV,Rural,Low
59,Female,Driver,29,19936,0,278.735752484459,1,1,Truck,Urban,Low
34,Male,Driver,22,14258,2,66.83697883184696,0,12,SUV,Urban,Moderate
26,Female,Teacher,9,29984,0,402.1450251839257,2,16,Truck,Rural,Moderate
23,Male,Engineer,24,22762,0,134.8231010600441,0,9,SUV,Rural,Low
60,Female,Driver,42,4228,2,2500.0492700460513,1,16,Truck,Rural,Low
42,Female,Doctor,19,27637,0,2786.8322527835608,1,13,Sedan,Rural,Low
56,Female,Student,38,17460,0,924.9694172152458,3,1,Sedan,Rural,Low
66,Male,Engineer,31,4410,0,1637.2601476855368,0,3,Motorcycle,Urban,Moderate
45,Female,Student,39,1408,2,1130.7573071438492,0,15,Truck,Urban,Low
50,Male,Engineer,15,21476,1,1666.5845660940004,2,16,SUV,Rural,Low
54,Male,Driver,32,15729,1,1021.115843356921,0,14,Sedan,Urban,Moderate
26,Female,Driver,46,19651,0,562.4587509228674,1,1,Truck,Rural,Low
35,Male,Teacher,48,26319,1,2069.526516493486,2,1,Sedan,Rural,Low
38,Female,Engineer,46,21912,1,576.3715670061257,1,5,Truck,Urban,Moderate
19,Female,Doctor,29,28429,2,504.5329465109409,0,5,Truck,Urban,High
60,Male,Driver,34,22958,0,979.1856502380575,2,8,Sedan,Rural,Moderate
55,Female,Teacher,9,6773,0,2779.5215126222133,0,1,Motorcycle,Urban,High
57,Female,Driver,35,21218,0,583.7598975312986,0,18,Sedan,Urban,Low
53,Male,Student,6,4997,0,855.5361677969785,1,1,Truck,Urban,Moderate
67,Male,Driver,37,27407,0,677.9290064313655,0,14,Truck,Urban,High
60,Male,Engineer,14,8307,0,2404.9823138669417,0,11,Truck,Rural,Low
54,Male,Teacher,47,10179,0,1129.3138006880802,1,10,Truck,Urban,Moderate
32,Male,Engineer,49,6617,0,544.0194575491174,0,18,Motorcycle,Rural,Low
45,Male,Doctor,9,3701,0,933.6979786494818,0,10,Truck,Urban,Low
35,Female,Doctor,19,21096,0,169.6729257488165,0,19,Sedan,Urban,Moderate
51,Male,Driver,23,4907,0,418.46507294637416,1,13,SUV,Urban,High
39,Male,Teacher,41,28440,0,1332.492838018297,0,9,Motorcycle,Urban,Low
28,Female,Teacher,28,14841,0,826.4366236153649,1,9,Truck,Rural,Moderate
30,Female,Teacher,16,26330,0,377.2754153595638,4,8,SUV,Urban,High
21,Male,Teacher,26,18059,0,449.88404120851123,1,13,SUV,Rural,Low
39,Male,Driver,38,22311,0,1659.58843936222,1,7,Motorcycle,Urban,Moderate
24,Female,Engineer,40,14407,0,778.4502058683914,2,2,Motorcycle,Rural,Low
60,Male,Driver,25,29699,0,272.80139481369,1,19,SUV,Rural,Low
41,Male,Engineer,35,16323,1,352.13230402875155,1,1,Truck,Rural,Moderate
21,Female,Student,5,22733,1,630.8928497048514,3,11,Motorcycle,Rural,Low
45,Male,Student,7,23552,1,1439.0100045991692,2,1,Sedan,Rural,Low
32,Female,Engineer,23,27286,0,5967.915517467057,2,17,SUV,Rural,Low
18,Male,Driver,25,20859,0,205.50069266592337,0,19,Motorcycle,Rural,Low
20,Female,Doctor,1,7816,0,1406.2074061004391,1,8,Motorcycle,Rural,Low
31,Female,Driver,22,17925,0,960.29360271434,0,9,Truck,Urban,Low
55,Female,Doctor,4,17548,0,757.5641448188378,1,15,Sedan,Rural,Low
67,Male,Driver,28,27831,0,3394.9286512343847,1,8,Motorcycle,Rural,Low
18,Female,Teacher,48,24476,2,389.72003944804527,4,3,Sedan,Urban,Low
55,Male,Teacher,14,18368,1,194.77264266861272,3,17,SUV,Urban,Low
55,Female,Student,33,20045,1,2100.4376890601766,1,18,SUV,Rural,Low
38,Female,Student,4,21852,0,71.16192613771727,2,11,SUV,Rural,Low
65,Female,Engineer,42,1617,1,1698.923299565526,0,11,Motorcycle,Rural,Low
46,Male,Doctor,11,13105,1,889.7364218709077,2,2,Sedan,Urban,Low
22,Male,Teacher,39,25644,0,179.13132108299115,1,16,Sedan,Rural,Low
66,Female,Driver,32,6639,2,257.9448502618786,1,3,Motorcycle,Urban,Low
27,Male,Engineer,4,12616,1,169.41393097266416,0,13,Sedan,Urban,Moderate
45,Male,Driver,1,21580,0,1267.0494322535112,1,13,SUV,Rural,Low
38,Male,Teacher,26,1000,1,159.36057857196653,0,19,SUV,Urban,Moderate
67,Female,Teacher,33,27974,0,1143.727469761553,0,17,Motorcycle,Rural,Low
24,Male,Teacher,17,27630,0,137.13822688177265,0,18,Truck,Urban,Low
20,Female,Teacher,27,13605,0,1620.8355690116016,2,14,Truck,Urban,Low
62,Female,Driver,42,15958,0,2519.383556310751,0,2,SUV,Rural,Moderate
64,Female,Engineer,5,15844,1,819.4182010156121,0,16,Sedan,Urban,Low
37,Male,Teacher,7,25761,0,3386.8223162957347,1,8,Motorcycle,Urban,Moderate
36,Female,Student,25,11701,0,494.9199636572995,1,10,Sedan,Rural,Low
52,Male,Engineer,8,21822,0,280.5111193469697,1,16,SUV,Rural,Low
21,Male,Student,34,15970,0,195.15972183611376,0,7,Truck,Urban,Low
22,Female,Driver,41,22192,0,651.934889377905,1,6,SUV,Rural,Low
18,Female,Teacher,4,4079,0,140.12094369638632,1,4,Motorcycle,Rural,Low
21,Female,Engineer,12,24103,0,2085.7866572152834,1,3,Motorcycle,Rural,Very High
29,Male,Teacher,31,25711,0,1536.0272284659268,0,11,SUV,Urban,Low
44,Male,Teacher,11,23402,1,825.8067347464847,1,10,Sedan,Rural,Low
59,Female,Engineer,37,17766,0,1278.204266224186,2,14,SUV,Urban,High
40,Female,Teacher,44,29857,0,51.28308706394373,0,5,SUV,Urban,Low
42,Male,Teacher,36,11878,4,227.5504832070201,0,2,Sedan,Rural,Moderate
38,Male,Doctor,45,18311,1,970.7783142292569,1,13,Sedan,Rural,Low
69,Female,Doctor,22,29019,0,649.0719460566477,2,18,Sedan,Rural,Low
41,Male,Engineer,1,22443,0,927.9154881956634,0,3,Sedan,Urban,Low
42,Male,Engineer,4,17944,0,93.17840077424586,2,11,Truck,Urban,Low
62,Male,Teacher,36,2189,1,1056.767784430787,1,6,Motorcycle,Rural,Moderate
63,Male,Student,8,18281,0,1627.6846616388993,2,3,Truck,Rural,Moderate
49,Male,Engineer,25,15974,1,790.264394662593,1,1,SUV,Urban,Low
49,Male,Teacher,28,15216,2,442.24375469284695,1,6,Sedan,Urban,Moderate
22,Female,Student,38,15125,0,191.94514361358245,2,6,Motorcycle,Rural,Low
53,Male,Doctor,36,3368,0,308.36795211251274,1,8,Sedan,Rural,Moderate
63,Female,Engineer,36,27314,1,739.2599254893297,3,3,Sedan,Rural,Low
59,Female,Teacher,43,5953,0,295.0663754080975,1,13,Truck,Rural,Low
66,Male,Doctor,41,25282,0,1504.832600076019,3,17,SUV,Rural,Low
59,Female,Driver,46,12237,0,141.2652517602175,0,14,SUV,Urban,Low
56,Female,Doctor,4,5380,0,726.54733953543,0,3,SUV,Rural,Low
33,Female,Teacher,13,29448,1,685.1119125700184,2,4,Sedan,Rural,Low
50,Male,Student,38,19782,1,149.53565268664406,1,3,Motorcycle,Urban,Low
66,Female,Driver,45,23610,0,5295.836599186355,0,15,Truck,Rural,Low
38,Male,Driver,25,23127,0,1732.3707400244207,1,11,Sedan,Rural,Low
26,Female,Driver,3,13953,0,488.6279342125034,1,2,Sedan,Urban,Moderate
23,Female,Engineer,32,26969,0,1154.885982452325,0,13,Truck,Urban,Low
68,Female,Teacher,39,3588,1,1260.8296146111402,2,16,SUV,Rural,Low
62,Female,Driver,1,29042,0,1053.109142873459,1,6,Truck,Rural,Low
52,Male,Doctor,11,27600,0,566.4862413442366,0,15,Sedan,Rural,Moderate
56,Female,Student,2,15815,0,2163.791720629721,0,4,Motorcycle,Urban,Low
39,Female,Teacher,5,7356,0,1476.4439592646127,1,15,Sedan,Urban,High
58,Male,Doctor,22,21069,0,780.9296639826588,0,17,Truck,Urban,Moderate
22,Male,Engineer,46,10121,0,2.566075059497104,1,12,Truck,Urban,Very High
59,Male,Driver,13,15695,0,252.79668985100844,1,2,Truck,Urban,Moderate
40,Female,Doctor,48,21693,0,710.9562281100425,2,5,SUV,Urban,Low
34,Male,Teacher,23,21783,1,2291.9326010008663,0,12,SUV,Urban,Low
29,Male,Doctor,47,20610,0,990.5320240075798,3,9,Truck,Rural,Low
40,Male,Engineer,31,2403,0,541.0482575921687,1,10,Motorcycle,Rural,Low
33,Male,Student,35,9391,1,49.09778476007398,0,18,Truck,Urban,High
20,Male,Driver,38,29327,0,909.5143119247367,1,5,Sedan,Urban,Low
47,Male,Teacher,41,3285,3,431.9407980481516,3,1,Truck,Urban,Moderate
39,Female,Driver,35,9862,2,770.8416168379612,4,2,SUV,Rural,Low
26,Male,Driver,45,2728,1,1454.3235474541195,0,3,Truck,Urban,Low
46,Female,Driver,13,12430,1,1628.3167772891088,0,8,Truck,Urban,Low
64,Male,Doctor,7,2249,0,1997.14836721357,2,12,Truck,Urban,Low
54,Male,Doctor,5,1878,1,1010.7295136077332,3,10,Sedan,Rural,Low
40,Male,Student,29,29922,0,2360.403788752185,4,19,SUV,Rural,Moderate
30,Female,Engineer,8,12543,0,1173.2108742974608,2,12,Motorcycle,Rural,Low
49,Male,Teacher,8,19907,0,1532.079233082636,1,4,Truck,Rural,Low
63,Male,Doctor,7,17881,1,1156.714677928226,1,4,Sedan,Urban,Moderate
69,Male,Driver,19,27563,1,2054.6616256846423,0,4,Truck,Rural,High
64,Male,Engineer,39,26553,0,252.17321650034862,1,9,SUV,Rural,High
65,Female,Teacher,23,17092,0,1426.645951139315,0,3,Sedan,Urban,Low
40,Female,Teacher,36,8702,2,124.6073795304771,1,18,Sedan,Urban,Moderate
62,Female,Teacher,42,28620,1,96.50432538247466,0,1,Sedan,Urban,Moderate
34,Female,Teacher,32,28324,0,676.5312996439825,2,7,SUV,Urban,Low
57,Female,Student,45,8578,1,357.0137954676925,1,8,Motorcycle,Urban,Moderate
38,Male,Teacher,4,22263,1,828.6421165542437,0,7,Truck,Rural,Low
19,Male,Engineer,30,11668,1,1132.3777321845114,4,12,Sedan,Urban,Low
54,Male,Doctor,42,17922,0,256.910931753673,0,3,SUV,Urban,Very High
23,Female,Engineer,39,13232,0,1203.726361239253,0,4,Sedan,Urban,Low
61,Male,Driver,5,10092,0,5394.628205789015,1,5,Motorcycle,Rural,Low
35,Female,Student,3,2466,1,1426.9272914197884,4,1,Sedan,Rural,Low
47,Male,Student,22,12207,0,190.902066550751,1,10,Sedan,Urban,Low
39,Female,Driver,28,29881,1,1004.290117316024,1,3,Motorcycle,Urban,Low
50,Male,Engineer,22,8714,0,9.530036984025497,0,6,SUV,Rural,Low
47,Male,Engineer,22,19117,1,634.3466408169404,0,3,SUV,Urban,Moderate
34,Male,Driver,34,1490,0,762.0822658040703,0,5,Truck,Urban,High
60,Male,Teacher,29,19093,0,3589.1265393798544,2,2,Sedan,Rural,Low
49,Female,Teacher,43,27329,0,1336.382466061945,1,11,Truck,Urban,High
59,Male,Doctor,42,24095,1,1224.0403233223715,0,19,Truck,Urban,Very High
68,Male,Engineer,13,19302,0,760.1519061997052,2,6,Sedan,Urban,Low
31,Male,Engineer,7,11226,0,719.8526467096283,1,1,Sedan,Urban,Low
27,Female,Driver,10,9166,0,4838.715301982466,0,19,Motorcycle,Rural,Moderate
64,Male,Driver,28,11903,0,21.497418880946135,1,10,Truck,Urban,Low
68,Male,Teacher,4,23409,1,361.26532916923514,0,12,Sedan,Urban,Low
53,Male,Engineer,32,10678,0,143.62077495576085,1,16,Motorcycle,Urban,Moderate
51,Male,Engineer,22,15885,1,378.2954669715896,1,5,Sedan,Rural,Very High
26,Male,Student,20,7099,0,622.9118875120489,0,4,Truck,Urban,Moderate
59,Female,Doctor,48,27076,1,418.4475657193652,2,2,Sedan,Urban,Low
45,Female,Doctor,20,17581,2,3288.8990826165873,1,5,Sedan,Rural,Moderate
28,Female,Teacher,6,11159,0,1141.2734014166792,0,14,SUV,Rural,Moderate
